Id,SalePrice
1945,403261.137514
1946,124118.836185
1947,266946.002088
1948,167258.826624
1949,257485.936488
1950,188609.043538
1951,229651.381578
1952,200334.70963
1953,171357.27226
1954,182185.760387
1955,135080.663877
1956,298783.524188
1957,147272.495069
1958,275195.796045
1959,146634.315033
1960,111996.616371
1961,124243.11852
1962,97498.8418579
1963,104887.919615
1964,105705.635602
1965,141772.896102
1966,134506.891192
1967,299409.124634
1968,418143.519063
1969,378411.087037
1970,407826.924907
1971,482491.741171
1972,376412.308245
1973,277033.0795
1974,344039.580844
1975,517447.904541
1976,278778.022536
1977,356467.953766
1978,353382.544673
1979,314243.205355
1980,198139.140451
1981,326944.160583
1982,222489.077335
1983,207585.730358
1984,167043.049247
1985,229281.863769
1986,211646.316615
1987,184315.182947
1988,174629.259966
1989,190812.316558
1990,203820.473059
1991,232233.77003
1992,212989.498391
1993,168541.100545
1994,223495.933081
1995,182729.330453
1996,253491.341322
1997,327567.447349
1998,299224.361732
1999,296849.840616
2000,320954.542464
2001,289037.944167
2002,247940.779809
2003,258727.988176
2004,283904.634632
2005,229822.395525
2006,221656.246056
2007,253240.358842
2008,218799.422094
2009,203854.64654
2010,192509.317546
2011,139290.974218
2012,177047.641023
2013,177083.239962
2014,184139.347151
2015,211362.028006
2016,190884.51336
2017,191730.095583
2018,114843.177411
2019,132374.754351
2020,97339.5511314
2021,99309.1710874
2022,196446.749679
2023,147830.839483
2024,278350.000385
2025,354773.210045
2026,176755.381783
2027,166585.08587
2028,154259.495637
2029,168702.778135
2030,259692.612594
2031,230113.951373
2032,253165.466946
2033,249786.82709
2034,180430.68853
2035,226039.58977
2036,206234.697136
2037,227589.388406
2038,344145.3611
2039,234688.201315
2040,284992.18072
2041,329240.932798
2042,209287.687369
2043,178450.923014
2044,167421.567517
2045,211455.852284
2046,159331.422514
2047,143045.256726
2048,142212.31334
2049,146657.43787
2050,171002.855602
2051,102349.707847
2052,123146.011436
2053,150200.147552
2054,89395.0271697
2055,158314.76256
2056,149409.912698
2057,110624.885845
2058,215883.886757
2059,134491.096583
2060,175125.812691
2061,166407.78723
2062,127108.663845
2063,121149.520555
2064,138844.523722
2065,121384.461458
2066,166629.368691
2067,108152.642901
2068,151311.148743
2069,86167.1532765
2070,117880.494425
2071,95407.2051005
2072,136738.861372
2073,126374.001247
2074,176103.300398
2075,147047.476686
2076,116793.550938
2077,157860.70959
2078,124367.632752
2079,132081.299454
2080,116197.224033
2081,127009.226623
2082,119879.540536
2083,149730.088821
2084,108467.572477
2085,113717.220132
2086,108781.481408
2087,121890.85761
2088,90729.300398
2089,82649.2860073
2090,120010.420835
2091,112630.868551
2092,120224.320064
2093,107575.345934
2094,107978.753539
2095,156686.230539
2096,90271.4431808
2097,99435.9274192
2098,152741.805326
2099,53892.1171987
2100,73462.8252834
2101,112321.083565
2102,120914.750619
2103,108925.674904
2104,138089.826166
2105,130948.232952
2106,68176.4394221
2107,178963.91029
2108,116749.029447
2109,111709.772214
2110,118226.489938
2111,128882.038551
2112,136127.99218
2113,122211.709834
2114,122385.465096
2115,167363.082255
2116,115002.195298
2117,143790.725785
2118,131009.794373
2119,116546.550275
2120,107500.549291
2121,115499.739614
2122,118151.012296
2123,83114.7534174
2124,158966.850845
2125,120191.885089
2126,155453.588893
2127,172527.860707
2128,119003.274336
2129,82752.2954027
2130,132516.989065
2131,130722.746209
2132,107202.108926
2133,124662.420891
2134,116456.247395
2135,98935.3566831
2136,81473.5800321
2137,105137.633662
2138,137088.928113
2139,148070.750282
2140,138060.856548
2141,165077.03509
2142,128334.10019
2143,150308.314818
2144,120130.659105
2145,139452.176391
2146,174947.646446
2147,143661.847816
2148,132142.277887
2149,145974.284526
2150,246794.181109
2151,115881.880404
2152,165061.999938
2153,157977.971141
2154,100635.251427
2155,135698.533027
2156,231861.705186
2157,226073.837603
2158,246614.602172
2159,223761.30486
2160,184679.287303
2161,230944.712951
2162,364473.773046
2163,331653.33047
2164,251540.13855
2165,207775.226728
2166,163476.62864
2167,217953.280156
2168,191615.848069
2169,193991.612032
2170,211263.731403
2171,161927.046293
2172,131756.939089
2173,189547.29627
2174,218851.845573
2175,294133.756455
2176,313498.082603
2177,235625.654418
2178,210561.126446
2179,135071.201645
2180,210447.888225
2181,193849.490161
2182,225059.688621
2183,190551.582257
2184,116861.26178
2185,128599.692753
2186,145634.480348
2187,149998.040609
2188,153423.305226
2189,270209.99258
2190,76218.4717164
2191,76830.2526367
2192,86839.4745503
2193,109583.064956
2194,103578.207879
2195,100629.221681
2196,99931.9149167
2197,119824.215552
2198,164341.120895
2199,188958.877855
2200,140752.849731
2201,143385.756298
2202,223947.20974
2203,134151.100544
2204,186474.794087
2205,125680.622286
2206,140092.010584
2207,216611.001826
2208,269099.78238
2209,256744.756572
2210,122541.364859
2211,121785.732276
2212,123630.830536
2213,108341.25428
2214,135622.366901
2215,102164.498164
2216,144298.19221
2217,60091.2310548
2218,74776.2040052
2219,70147.8777025
2220,61409.3798617
2221,301300.590901
2222,283034.633667
2223,284370.387246
2224,205825.517396
2225,117295.791203
2226,174976.936897
2227,191289.755059
2228,271652.016682
2229,250784.372708
2230,155569.259726
2231,209675.591106
2232,181594.891589
2233,185800.940484
2234,247132.853313
2235,220294.863774
2236,251664.647773
2237,297765.620499
2238,203546.816685
2239,100864.408315
2240,151832.085749
2241,159611.289624
2242,121582.85128
2243,132824.824281
2244,104372.064091
2245,99096.03103
2246,139697.530872
2247,116322.227337
2248,117243.651382
2249,115534.340734
2250,128771.132649
2251,101818.2038
2252,183719.664041
2253,160374.46435
2254,184421.972649
2255,183200.373332
2256,168796.647462
2257,203851.550384
2258,158043.145586
2259,172601.628915
2260,146568.651699
2261,202269.024535
2262,212759.815074
2263,394180.82944
2264,495357.640264
2265,166735.456547
2266,312267.827042
2267,352645.011785
2268,428155.733804
2269,150219.10274
2270,199908.388872
2271,208742.519733
2272,191689.074215
2273,161799.935754
2274,181315.027686
2275,149433.711379
2276,185835.655381
2277,181950.28918
2278,149374.006579
2279,131921.285043
2280,110729.241406
2281,161332.814802
2282,181761.886878
2283,110961.767466
2284,117056.279427
2285,135958.044548
2286,123154.678377
2287,368090.216922
2288,278006.010694
2289,366665.978585
2290,436736.93773
2291,345213.790177
2292,446960.108365
2293,457581.922186
2294,410367.442381
2295,470820.47948
2296,280804.337381
2297,353540.879739
2298,358290.058159
2299,354915.227714
2300,334192.072364
2301,330547.992515
2302,258053.201214
2303,251128.507124
2304,258961.432401
2305,195212.997143
2306,190257.699473
2307,206302.705533
2308,230589.896577
2309,285358.598333
2310,213647.325824
2311,203638.083284
2312,174137.208134
2313,172726.236542
2314,171920.269317
2315,179929.030763
2316,195639.813931
2317,192698.10795
2318,176133.374216
2319,182387.34263
2320,184758.145078
2321,239531.894507
2322,184272.612098
2323,201392.505956
2324,189849.946481
2325,213179.319243
2326,183290.478186
2327,198781.966142
2328,218199.040489
2329,194846.095468
2330,181736.24747
2331,340049.068862
2332,393474.347684
2333,323608.039359
2334,261629.394681
2335,300245.873804
2336,298055.784664
2337,194647.12326
2338,258093.970261
2339,219360.559561
2340,369993.451351
2341,211792.759949
2342,239948.673155
2343,234947.629766
2344,213424.897505
2345,236737.600397
2346,215371.764517
2347,200426.430321
2348,246269.429392
2349,189959.686198
2350,315658.025655
2351,253369.142489
2352,253161.101587
2353,239892.584596
2354,142721.108832
2355,147870.754453
2356,147981.200005
2357,186160.833528
2358,205275.646618
2359,133390.691053
2360,113277.848827
2361,146531.68034
2362,248024.649525
2363,137498.278365
2364,151559.426593
2365,212446.862213
2366,193897.542151
2367,220113.210482
2368,220967.152833
2369,216544.890939
2370,170621.361333
2371,162327.166563
2372,196008.178928
2373,296355.088851
2374,321544.60599
2375,246643.935311
2376,290667.451221
2377,316360.616676
2378,157002.370357
2379,195542.253765
2380,150705.834913
2381,171597.873524
2382,212459.531905
2383,197908.626286
2384,237258.836174
2385,162181.115852
2386,131142.36035
2387,135865.441155
2388,104698.236487
2389,116222.839425
2390,157833.343092
2391,146764.166282
2392,115648.822264
2393,176529.872827
2394,146242.129084
2395,209455.9537
2396,141155.483433
2397,225332.922915
2398,130791.229762
2399,68666.5330878
2400,67239.044878
2401,127447.636535
2402,138417.587435
2403,150659.309509
2404,159477.905018
2405,158047.656756
2406,142872.096225
2407,123478.320378
2408,147642.032996
2409,117035.156291
2410,167922.758914
2411,112202.730013
2412,157837.560457
2413,129458.229623
2414,173897.617421
2415,135216.456968
2416,129718.513978
2417,139569.527633
2418,138773.282485
2419,125320.572341
2420,119971.627689
2421,141857.535884
2422,104971.500313
2423,116453.973433
2424,150313.419262
2425,172437.935893
2426,129293.392424
2427,126909.635405
2428,191472.968979
2429,111514.411452
2430,133001.00458
2431,110577.197409
2432,150200.94902
2433,146332.713615
2434,135437.675456
2435,149985.880415
2436,109136.520793
2437,101262.388495
2438,124572.49754
2439,97963.4110205
2440,124678.811989
2441,91050.581329
2442,96224.8669465
2443,131830.694091
2444,128830.967615
2445,92157.5352746
2446,139545.635363
2447,178527.949456
2448,126927.312824
2449,110122.583245
2450,157592.121359
2451,110367.093738
2452,195206.836575
2453,92346.7106691
2454,118378.23987
2455,118218.096303
2456,137474.897785
2457,143797.094181
2458,132493.537769
2459,110918.702197
2460,142333.751965
2461,131768.866604
2462,136535.713683
2463,130315.715166
2464,168801.952979
2465,136156.187724
2466,121666.115164
2467,122242.342523
2468,91837.716367
2469,87987.738483
2470,200202.540977
2471,218427.962941
2472,151682.008413
2473,118255.536715
2474,72865.1755269
2475,195696.932494
2476,117079.407178
2477,130258.312705
2478,154257.621586
2479,105896.067497
2480,151035.159545
2481,119108.62209
2482,120750.645501
2483,108167.271532
2484,116890.041534
2485,127909.378394
2486,148657.674746
2487,159190.496237
2488,167321.737241
2489,159366.726766
2490,143134.343751
2491,93403.1566835
2492,213585.030924
2493,161040.276531
2494,145505.691021
2495,85139.5683455
2496,241587.100799
2497,148715.283204
2498,111660.619306
2499,84560.4417272
2500,125593.657682
2501,138667.738644
2502,143116.311013
2503,99736.5035259
2504,167511.341749
2505,233473.947753
2506,242858.287489
2507,268386.703744
2508,242594.027499
2509,218394.372421
2510,217027.096594
2511,173440.235613
2512,205674.504502
2513,227589.549625
2514,264133.893014
2515,154212.209498
2516,179187.05331
2517,151091.401832
2518,163411.486058
2519,242478.210704
2520,221951.74484
2521,185786.907087
2522,224747.438279
2523,112415.59395
2524,139273.831824
2525,154021.738743
2526,144118.083953
2527,120338.202754
2528,135142.959956
2529,146149.979762
2530,131059.023214
2531,257342.524606
2532,222850.27622
2533,190744.560774
2534,239462.729846
2535,284318.284984
2536,224389.361425
2537,252914.63075
2538,180928.094406
2539,186596.810927
2540,181837.297916
2541,181009.128698
2542,163488.35464
2543,113203.377553
2544,114098.73861
2545,138206.047786
2546,119433.221651
2547,128095.604805
2548,151266.400814
2549,153916.635393
2550,575014.828817
2551,138781.111922
2552,128367.649492
2553,71393.82206
2554,90888.0541838
2555,116075.034696
2556,96672.2095545
2557,102422.521693
2558,141233.998158
2559,146635.918795
2560,157665.520732
2561,147132.578451
2562,146340.278888
2563,148695.088976
2564,215620.013929
2565,145581.030878
2566,161723.707552
2567,143699.122141
2568,198783.182491
2569,241212.910747
2570,116179.90105
2571,196185.053486
2572,145723.229566
2573,217628.25631
2574,320435.996632
2575,131873.790141
2576,115444.256793
2577,144781.245854
2578,77951.0926635
2579,56238.6752183
2580,85789.6299276
2581,98853.1429959
2582,108368.37052
2583,279248.139796
2584,176898.60895
2585,189208.389194
2586,219983.670189
2587,197272.703253
2588,137511.517299
2589,151061.854555
2590,192123.236307
2591,238329.954027
2592,210330.084262
2593,240317.308621
2594,187307.165501
2595,205902.546011
2596,281654.831185
2597,188713.543055
2598,286721.44878
2599,331202.869847
2600,136292.730056
2601,138535.988857
2602,82553.894908
2603,91724.856988
2604,90205.3696437
2605,79701.6421415
2606,142596.915585
2607,200881.745387
2608,186528.618793
2609,173567.769806
2610,107836.20869
2611,117874.181479
2612,167704.984407
2613,126854.652916
2614,123599.254929
2615,153741.300525
2616,144667.623287
2617,180519.824175
2618,191214.201729
2619,195759.067366
2620,187267.611273
2621,171965.474056
2622,174129.008908
2623,235763.263668
2624,308674.163535
2625,287639.950289
2626,176484.770562
2627,165935.574665
2628,520133.953525
2629,512406.857226
2630,400513.223677
2631,485759.108012
2632,424818.275357
2633,314069.282045
2634,445656.143445
2635,154139.323606
2636,172531.844796
2637,175761.832374
2638,261251.300695
2639,192858.347981
2640,147226.255618
2641,103191.706453
2642,182105.15888
2643,107875.861867
2644,117715.037079
2645,112223.131064
2646,96189.8585796
2647,105581.065393
2648,143694.805658
2649,159327.084003
2650,125805.162131
2651,139201.046488
2652,409979.858008
2653,257872.396716
2654,268175.028425
2655,415155.070063
2656,335745.799506
2657,358066.776805
2658,308166.095784
2659,312138.70681
2660,383352.091947
2661,348827.475751
2662,371231.490959
2663,308288.422991
2664,279333.941623
2665,332503.323776
2666,279061.615003
2667,175452.556697
2668,179867.100911
2669,182334.729268
2670,266072.385889
2671,185577.599951
2672,197190.402965
2673,197600.544114
2674,197238.850176
2675,173885.099273
2676,193271.935344
2677,200061.76384
2678,232516.6132
2679,287523.796724
2680,296333.136945
2681,395831.364085
2682,322863.458966
2683,508584.795564
2684,319723.056452
2685,329217.309682
2686,244660.252411
2687,310241.870388
2688,215929.058139
2689,208959.070799
2690,414020.533923
2691,191670.327599
2692,145059.533673
2693,201413.046387
2694,136713.157155
2695,193221.341276
2696,184141.024691
2697,183540.879797
2698,186830.433323
2699,171177.148183
2700,155300.082115
2701,146892.852033
2702,108129.585673
2703,125301.972951
2704,140945.029682
2705,112866.998674
2706,106309.620184
2707,117007.697657
2708,133655.037867
2709,102404.063821
2710,128530.12999
2711,231355.48649
2712,393597.604148
2713,171143.633381
2714,151214.747392
2715,167910.354481
2716,144980.808538
2717,203784.106568
2718,220578.191839
2719,154125.729632
2720,178153.535458
2721,131215.655731
2722,154664.19577
2723,136599.640108
2724,126221.618126
2725,129708.445141
2726,146300.324418
2727,174304.738421
2728,193909.801253
2729,150002.017333
2730,150079.813482
2731,134528.559439
2732,133967.566986
2733,159813.29253
2734,131151.560763
2735,137398.491342
2736,138127.697071
2737,121880.282194
2738,139246.813146
2739,155510.955858
2740,136943.020199
2741,147901.599455
2742,157799.785879
2743,158969.556572
2744,165629.052721
2745,141471.715173
2746,140979.336494
2747,151469.571812
2748,127675.647404
2749,129299.897086
2750,123268.86702
2751,137521.675691
2752,190408.333461
2753,142742.839231
2754,192682.872608
2755,143496.710849
2756,96368.6238138
2757,74374.5145258
2758,90605.8130726
2759,171141.777837
2760,122413.701259
2761,139546.367389
2762,140805.677749
2763,184826.182151
2764,149092.820434
2765,294370.4861
2766,128292.934052
2767,89659.7777194
2768,127954.472447
2769,133371.853894
2770,136518.467967
2771,101756.283024
2772,110097.549045
2773,173431.732134
2774,145676.105838
2775,110573.443674
2776,147063.378768
2777,154578.727312
2778,101849.762625
2779,124435.525785
2780,96144.2521304
2781,97609.0905263
2782,101671.031201
2783,99671.9580988
2784,122590.913962
2785,139271.970157
2786,67484.3886358
2787,128514.467278
2788,76357.9107574
2789,167963.338987
2790,96251.4563114
2791,110449.729806
2792,60579.0739928
2793,144822.799723
2794,99178.92306
2795,120223.91243
2796,101301.632649
2797,195944.51945
2798,105954.422501
2799,107677.356827
2800,70360.2469635
2801,109027.328171
2802,123981.425508
2803,162259.158258
2804,125803.982349
2805,99334.1018055
2806,84571.0565098
2807,170649.617007
2808,147009.143108
2809,128204.42188
2810,123495.568681
2811,160734.391647
2812,170184.938867
2813,158683.759975
2814,161429.825991
2815,96925.0228606
2816,228815.325939
2817,159218.747738
2818,131813.327654
2819,178070.606335
2820,138687.660736
2821,100961.063694
2822,189883.092134
2823,295583.032892
2824,164132.238312
2825,145183.714326
2826,131647.976301
2827,135027.371786
2828,211962.653756
2829,225685.912383
2830,227970.950369
2831,174109.355813
2832,239459.720352
2833,309231.246065
2834,222226.141751
2835,227188.683697
2836,186544.010384
2837,159961.124327
2838,152817.723706
2839,172359.791893
2840,205667.398812
2841,202957.598275
2842,235859.869008
2843,147477.444963
2844,181198.454811
2845,129881.231479
2846,205135.37334
2847,216035.075509
2848,212441.542731
2849,196048.25352
2850,272214.353696
2851,211060.554001
2852,242499.07313
2853,235554.814533
2854,137792.875144
2855,204189.048798
2856,196845.162073
2857,187191.283537
2858,205587.987829
2859,100701.784022
2860,127904.928827
2861,123701.785121
2862,175861.483049
2863,128572.986098
2864,251016.486907
2865,142009.868201
2866,137011.284523
2867,100783.725512
2868,94056.0743287
2869,94266.7813145
2870,118465.719181
2871,80240.8538556
2872,54318.3939104
2873,97670.4225082
2874,142579.680773
2875,113389.899943
2876,156730.437133
2877,151949.488288
2878,156230.487112
2879,135979.673242
2880,107827.477418
2881,145881.255693
2882,189192.686758
2883,204263.360548
2884,195456.938073
2885,191224.637702
2886,233607.930705
2887,99811.7474196
2888,147867.174477
2889,59742.2317693
2890,82024.8126178
2891,135953.600575
2892,44256.0451321
2893,75557.823466
2894,52461.4344378
2895,344912.473254
2896,282445.61776
2897,216612.446927
2898,145952.97834
2899,209454.945529
2900,160517.889899
2901,207644.876619
2902,176939.048024
2903,322292.986195
2904,339168.552898
2905,76318.0094091
2906,199153.616239
2907,110541.362444
2908,130808.597056
2909,150040.239785
2910,76158.3203121
2911,80357.3670153
2912,150233.3837
2913,77557.8279879
2914,78758.4287914
2915,85786.9115565
2916,81370.4678627
2917,172065.928524
2918,117627.949605
2919,222127.336691
